loss,val_loss
0.010870006866753101,0.002452749526128173
0.004580083303153515,0.002202947624027729
0.004141650628298521,0.002227372257038951
0.003945303149521351,0.00211198627948761
0.0037719334941357374,0.002517879707738757
0.0037160818465054035,0.0021339410450309515
0.0036636292934417725,0.0021182827185839415
0.0035707345232367516,0.0020781531929969788
0.0036010155454277992,0.0020836745388805866
0.0035472337622195482,0.0021757581271231174
0.003519074060022831,0.002130241133272648
0.0034943048376590014,0.002058994257822633
0.003541013691574335,0.0020587537437677383
0.003496831515803933,0.002056688070297241
0.0034997437614947557,0.00205330946482718
0.003477089572697878,0.002089289017021656
0.003468466689810157,0.002051127143204212
0.00349974213168025,0.002063940279185772
0.003464282490313053,0.0020586736500263214
0.0034634131006896496,0.002100636251270771
0.0034406022168695927,0.00221581244841218
0.0034618410281836987,0.002166682155802846
